"ID","CONSTELLATION_ID","CONSTELLATION_NAME","REGION_ID","REGION_NAME","SYSTEM_ID","SYSTEM_NAME"
"42","20000786","Kurala","10000069","Black Rise","30045330","Okkamon"
"43","20000786","Kurala","10000069","Black Rise","30045331","Vaaralen"
"44","20000786","Kurala","10000069","Black Rise","30045332","Asakai"
"45","20000786","Kurala","10000069","Black Rise","30045333","Prism"
"46","20000786","Kurala","10000069","Black Rise","30045334","Mushikegi"
"47","20000786","Kurala","10000069","Black Rise","30045335","Teskanen"
"48","20000786","Kurala","10000069","Black Rise","30045336","Elunala"
"49","20000786","Kurala","10000069","Black Rise","30045337","Ikoskio"
"50","20000169","UX3-N2","10000014","Catch","30001153","F9E-KX"
"51","20000169","UX3-N2","10000014","Catch","30001154","9KOE-A"
"52","20000169","UX3-N2","10000014","Catch","30001155","U-QVWD"
"53","20000169","UX3-N2","10000014","Catch","30001156","B-3QPD"
"54","20000169","UX3-N2","10000014","Catch","30001157","36N-HZ"
"55","20000169","UX3-N2","10000014","Catch","30001158","SV5-8N"
"56","20000169","UX3-N2","10000014","Catch","30001159","HY-RWO"
"57","20000169","UX3-N2","10000014","Catch","30001160","WD-VTV"
"58","20000169","UX3-N2","10000014","Catch","30001161","HED-GP"
"59","20000169","UX3-N2","10000014","Catch","30001162","V-3YG7"
"60","20000170","N-OGI1","10000014","Catch","30001163","QSM-LM"
"61","20000170","N-OGI1","10000014","Catch","30001164","KDF-GY"
"62","20000170","N-OGI1","10000014","Catch","30001165","QBQ-RF"
"63","20000170","N-OGI1","10000014","Catch","30001166","9-8GBA"
"64","20000170","N-OGI1","10000014","Catch","30001167","6-K738"
"65","20000170","N-OGI1","10000014","Catch","30001168","ZXIC-7"
"66","20000170","N-OGI1","10000014","Catch","30001169","2J-WJY"
"67","20000171","EM-L3K","10000014","Catch","30001170","1P-WGB"
"68","20000171","EM-L3K","10000014","Catch","30001171","F4R2-Q"
"69","20000171","EM-L3K","10000014","Catch","30001172","K0CN-3"
"70","20000171","EM-L3K","10000014","Catch","30001173","WLAR-J"
"71","20000171","EM-L3K","10000014","Catch","30001174","L7XS-5"
"72","20000171","EM-L3K","10000014","Catch","30001175","VA6-DR"
"73","20000172","ZW-BY5","10000014","Catch","30001176","S-U2VD"
"74","20000172","ZW-BY5","10000014","Catch","30001177","GE-94X"
"75","20000172","ZW-BY5","10000014","Catch","30001178","GMLH-K"
"76","20000172","ZW-BY5","10000014","Catch","30001179","W9-DID"
"77","20000172","ZW-BY5","10000014","Catch","30001180","KW-I6T"
"78","20000172","ZW-BY5","10000014","Catch","30001181","EX-0LQ"
"79","20000173","JZV-O6","10000014","Catch","30001182","MB-NKE"
"80","20000173","JZV-O6","10000014","Catch","30001183","G-7WUF"
"81","20000173","JZV-O6","10000014","Catch","30001184","6-MM99"
"82","20000173","JZV-O6","10000014","Catch","30001185","JBY6-F"
"83","20000173","JZV-O6","10000014","Catch","30001186","FZ-6A5"
"84","20000173","JZV-O6","10000014","Catch","30001187","RNF-YH"
"85","20000174","XR9-LP","10000014","Catch","30001188","I-8D0G"
"86","20000174","XR9-LP","10000014","Catch","30001189","R-K4QY"
"87","20000174","XR9-LP","10000014","Catch","30001190","JWZ2-V"
"88","20000174","XR9-LP","10000014","Catch","30001191","OGL8-Q"
"89","20000174","XR9-LP","10000014","Catch","30001192","GJ0-OJ"
"90","20000174","XR9-LP","10000014","Catch","30001193","A-803L"
"91","20000174","XR9-LP","10000014","Catch","30001194","WQH-4K"
"92","20000174","XR9-LP","10000014","Catch","30001195","J-ODE7"
"93","20000174","XR9-LP","10000014","Catch","30001196","Q-S7ZD"
"94","20000174","XR9-LP","10000014","Catch","30001197","6X7-JO"
"95","20000175","9HXQ-G","10000014","Catch","30001198","GE-8JV"
"96","20000175","9HXQ-G","10000014","Catch","30001199","3-OKDA"
"97","20000175","9HXQ-G","10000014","Catch","30001200","3GD6-8"
"98","20000175","9HXQ-G","10000014","Catch","30001201","4M-HGL"
"99","20000175","9HXQ-G","10000014","Catch","30001202","MY-W1V"
"100","20000175","9HXQ-G","10000014","Catch","30001203","AX-DOT"
"101","20000175","9HXQ-G","10000014","Catch","30001204","YHN-3K"
"102","20000176","FDR-EQ","10000014","Catch","30001205","CB4-Q2"
"103","20000176","FDR-EQ","10000014","Catch","30001206","CBL-XP"
"104","20000176","FDR-EQ","10000014","Catch","30001207","WJ-9YO"
"105","20000176","FDR-EQ","10000014","Catch","30001208","UQ-PWD"
"106","20000176","FDR-EQ","10000014","Catch","30001209","N-8BZ6"
"107","20000176","FDR-EQ","10000014","Catch","30001210","A-VILQ"
"108","20000176","FDR-EQ","10000014","Catch","30001211","X3FQ-W"
"109","20000176","FDR-EQ","10000014","Catch","30001212","3-SFWG"
"110","20000177","T-1WDH","10000014","Catch","30001213","MUXX-4"
"111","20000177","T-1WDH","10000014","Catch","30001214","E1-4YH"
"112","20000177","T-1WDH","10000014","Catch","30001215","B-XJX4"
"113","20000177","T-1WDH","10000014","Catch","30001216","AOK-WQ"
"114","20000177","T-1WDH","10000014","Catch","30001217","E3-SDZ"
"115","20000177","T-1WDH","10000014","Catch","30001218","7LHB-Z"
"116","20000178","A-JI5E","10000014","Catch","30001219","8B-2YA"
"117","20000178","A-JI5E","10000014","Catch","30001220","SNFV-I"
"118","20000178","A-JI5E","10000014","Catch","30001221","HP-64T"
"119","20000178","A-JI5E","10000014","Catch","30001222","V2-VC2"
"120","20000178","A-JI5E","10000014","Catch","30001223","L-B55M"
"121","20000178","A-JI5E","10000014","Catch","30001224","CX65-5"
"122","20000178","A-JI5E","10000014","Catch","30001225","JA-O6J"
"123","20000179","T-HHHT","10000014","Catch","30001226","ZQ-Z3Y"
"124","20000179","T-HHHT","10000014","Catch","30001227","G-AOTH"
"125","20000179","T-HHHT","10000014","Catch","30001228","TA3T-3"
"126","20000179","T-HHHT","10000014","Catch","30001229","E-YJ8G"
"127","20000179","T-HHHT","10000014","Catch","30001230","J6QB-P"
"128","20000179","T-HHHT","10000014","Catch","30001231","KA6D-K"
"129","20000180","NNLX-K","10000014","Catch","30001232","7MD-S1"
"130","20000180","NNLX-K","10000014","Catch","30001233","ERVK-P"
"131","20000180","NNLX-K","10000014","Catch","30001234","UL-7I8"
"132","20000180","NNLX-K","10000014","Catch","30001235","BR-N97"
"133","20000180","NNLX-K","10000014","Catch","30001236","IS-R7P"
"134","20000180","NNLX-K","10000014","Catch","30001237","S25C-K"
"135","20000181","6JCS-4","10000014","Catch","30001238","K717-8"
"136","20000181","6JCS-4","10000014","Catch","30001239","NH-1X6"
"137","20000181","6JCS-4","10000014","Catch","30001240","KH0Z-0"
"138","20000181","6JCS-4","10000014","Catch","30001241","5-N2EY"
"139","20000181","6JCS-4","10000014","Catch","30001242","KB-U56"
"140","20000181","6JCS-4","10000014","Catch","30001243","JGW-OT"
"141","20000181","6JCS-4","10000014","Catch","30001244","UCG4-B"
"142","20000181","6JCS-4","10000014","Catch","30001245","BUZ-DB"
"143","20000182","U-JTBT","10000014","Catch","30001246","QETZ-W"
"144","20000182","U-JTBT","10000014","Catch","30001247","WFC-MY"
"145","20000182","U-JTBT","10000014","Catch","30001248","Q-U96U"
"146","20000182","U-JTBT","10000014","Catch","30001249","X4-WL0"
"147","20000182","U-JTBT","10000014","Catch","30001250","W-MPTH"
"148","20000182","U-JTBT","10000014","Catch","30001251","4NBN-9"
"149","20000182","U-JTBT","10000014","Catch","30001252","EX6-AO"
"150","20000182","U-JTBT","10000014","Catch","30001253","CZK-ZQ"
"151","20000183","BRP2-K","10000014","Catch","30001254","CNC-4V"
"152","20000183","BRP2-K","10000014","Catch","30001255","Y-PNRL"
"153","20000183","BRP2-K","10000014","Catch","30001256","FAT-6P"
"154","20000183","BRP2-K","10000014","Catch","30001257","6BPS-T"
"155","20000183","BRP2-K","10000014","Catch","30001258","25S-6P"
"156","20000183","BRP2-K","10000014","Catch","30001259","RR-D05"
"157","20000183","BRP2-K","10000014","Catch","30001260","4-07MU"
"158","20000590","Yrton","10000051","Cloud Ring","30004037","1-3HWZ"
"159","20000590","Yrton","10000051","Cloud Ring","30004038","XT-R36"
"160","20000590","Yrton","10000051","Cloud Ring","30004039","5-MLDT"
"161","20000590","Yrton","10000051","Cloud Ring","30004040","B-DBYQ"
"162","20000590","Yrton","10000051","Cloud Ring","30004041","QXW-PV"
"163","20000590","Yrton","10000051","Cloud Ring","30004042","DY-F70"
"164","20000591","Balenne","10000051","Cloud Ring","30004043","FD53-H"
"165","20000591","Balenne","10000051","Cloud Ring","30004044","O-ZXUV"
"166","20000591","Balenne","10000051","Cloud Ring","30004045","77-KDQ"
"167","20000591","Balenne","10000051","Cloud Ring","30004046","F7C-H0"
"168","20000591","Balenne","10000051","Cloud Ring","30004047","TN-T7T"
"169","20000591","Balenne","10000051","Cloud Ring","30004048","1-NW2G"
"170","20000591","Balenne","10000051","Cloud Ring","30004049","O-IVNH"
"171","20000592","Tinnimerci","10000051","Cloud Ring","30004050","O-0HW8"
"172","20000592","Tinnimerci","10000051","Cloud Ring","30004051","YI-8ZM"
"173","20000592","Tinnimerci","10000051","Cloud Ring","30004052","OU-X3P"
"174","20000592","Tinnimerci","10000051","Cloud Ring","30004053","6-4V20"
"175","20000592","Tinnimerci","10000051","Cloud Ring","30004054","Q-UA3C"
"176","20000592","Tinnimerci","10000051","Cloud Ring","30004055","W-4NUU"
"177","20000592","Tinnimerci","10000051","Cloud Ring","30004056","8R-RTB"
"178","20000593","Prelle","10000051","Cloud Ring","30004057","6Z9-0M"
"179","20000593","Prelle","10000051","Cloud Ring","30004058","FQ9W-C"
"180","20000593","Prelle","10000051","Cloud Ring","30004059","9-4RP2"
"181","20000593","Prelle","10000051","Cloud Ring","30004060","O-BDXB"
"182","20000593","Prelle","10000051","Cloud Ring","30004061","G8AD-C"
"183","20000593","Prelle","10000051","Cloud Ring","30004062","XZH-4X"
"184","20000593","Prelle","10000051","Cloud Ring","30004063","Z-Y7R7"
"185","20000593","Prelle","10000051","Cloud Ring","30004064","MJYW-3"
"186","20000594","Assilot","10000051","Cloud Ring","30004065","PPG-XC"
"187","20000594","Assilot","10000051","Cloud Ring","30004066","QA1-BT"
"188","20000594","Assilot","10000051","Cloud Ring","30004067","5S-KNL"
"189","20000594","Assilot","10000051","Cloud Ring","30004068","00TY-J"
"190","20000594","Assilot","10000051","Cloud Ring","30004069","XG-D1L"
"191","20000594","Assilot","10000051","Cloud Ring","30004070","6RCQ-V"
"192","20000595","Miennue","10000051","Cloud Ring","30004071","28O-JY"
"193","20000595","Miennue","10000051","Cloud Ring","30004072","CX7-70"
"194","20000595","Miennue","10000051","Cloud Ring","30004073","6ON-RW"
"195","20000595","Miennue","10000051","Cloud Ring","30004074","U65-CN"
"196","20000595","Miennue","10000051","Cloud Ring","30004075","X-M9ON"
"197","20000595","Miennue","10000051","Cloud Ring","30004076","P5-KCC"
"198","20000609","QJ2-0M","10000053","Cobalt Edge","30004161","FV-YEA"
"199","20000609","QJ2-0M","10000053","Cobalt Edge","30004162","J-A5QD"
"200","20000609","QJ2-0M","10000053","Cobalt Edge","30004163","BI0Y-X"
"201","20000609","QJ2-0M","10000053","Cobalt Edge","30004164","SK7-G6"
"202","20000609","QJ2-0M","10000053","Cobalt Edge","30004165","4-PCHD"
"203","20000609","QJ2-0M","10000053","Cobalt Edge","30004166","5-3722"
"204","20000610","HNZF-Z","10000053","Cobalt Edge","30004167","GQLB-V"
"205","20000610","HNZF-Z","10000053","Cobalt Edge","30004168","5E-EZC"
"206","20000610","HNZF-Z","10000053","Cobalt Edge","30004169","9KE-IT"
"207","20000610","HNZF-Z","10000053","Cobalt Edge","30004170","P-NRD3"
"208","20000610","HNZF-Z","10000053","Cobalt Edge","30004171","Y-RAW3"
"209","20000610","HNZF-Z","10000053","Cobalt Edge","30004172","S-W8CF"
"210","20000610","HNZF-Z","10000053","Cobalt Edge","30004173","X-41DA"
"211","20000610","HNZF-Z","10000053","Cobalt Edge","30004174","YVSL-2"
"212","20000610","HNZF-Z","10000053","Cobalt Edge","30004175","5E6I-W"
"213","20000610","HNZF-Z","10000053","Cobalt Edge","30004176","KIG9-K"
"214","20000611","SI1-CF","10000053","Cobalt Edge","30004177","I-CMZA"
"215","20000611","SI1-CF","10000053","Cobalt Edge","30004178","H23-B5"
"216","20000611","SI1-CF","10000053","Cobalt Edge","30004179","A-0IIQ"
"217","20000611","SI1-CF","10000053","Cobalt Edge","30004180","CBY8-J"
"218","20000611","SI1-CF","10000053","Cobalt Edge","30004181","E-BYOS"
"219","20000611","SI1-CF","10000053","Cobalt Edge","30004182","ETXT-F"
"220","20000612","G3-MU3","10000053","Cobalt Edge","30004183","MK-YNM"
"221","20000612","G3-MU3","10000053","Cobalt Edge","30004184","2-9Z6V"
"222","20000612","G3-MU3","10000053","Cobalt Edge","30004185","5HN-D6"
"223","20000612","G3-MU3","10000053","Cobalt Edge","30004186","E-B957"
"224","20000612","G3-MU3","10000053","Cobalt Edge","30004187","P-H5IY"
"225","20000612","G3-MU3","10000053","Cobalt Edge","30004188","4A-6NI"
"226","20000612","G3-MU3","10000053","Cobalt Edge","30004189","1M7-RK"
"227","20000613","BB-48X","10000053","Cobalt Edge","30004190","87-1PM"
"228","20000613","BB-48X","10000053","Cobalt Edge","30004191","C2-1B5"
"229","20000613","BB-48X","10000053","Cobalt Edge","30004192","JE-VLG"
"230","20000613","BB-48X","10000053","Cobalt Edge","30004193","5ED-4E"
"231","20000613","BB-48X","10000053","Cobalt Edge","30004194","B-U299"
"232","20000613","BB-48X","10000053","Cobalt Edge","30004195","DN58-U"
"233","20000614","I-WRVM","10000053","Cobalt Edge","30004196","VAF1-P"
"234","20000614","I-WRVM","10000053","Cobalt Edge","30004197","FV1-RQ"
"235","20000614","I-WRVM","10000053","Cobalt Edge","30004198","QT-EBC"
"236","20000614","I-WRVM","10000053","Cobalt Edge","30004199","O-F4SN"
"237","20000614","I-WRVM","10000053","Cobalt Edge","30004200","CUT-0V"
"238","20000614","I-WRVM","10000053","Cobalt Edge","30004201","9-WEMC"
"239","20000615","XHL-TZ","10000053","Cobalt Edge","30004202","U6R-F9"
"240","20000615","XHL-TZ","10000053","Cobalt Edge","30004203","L-Z9NB"
"241","20000615","XHL-TZ","10000053","Cobalt Edge","30004204","EJ-5X2"
"242","20000615","XHL-TZ","10000053","Cobalt Edge","30004205","HXK-J6"
"243","20000615","XHL-TZ","10000053","Cobalt Edge","30004206","4LNE-M"
"244","20000615","XHL-TZ","10000053","Cobalt Edge","30004207","DK0-N8"
"245","20000616","DA0V-R","10000053","Cobalt Edge","30004208","E0DR-G"
"246","20000616","DA0V-R","10000053","Cobalt Edge","30004209","KI2-S3"
"247","20000616","DA0V-R","10000053","Cobalt Edge","30004210","CHP-76"
"248","20000616","DA0V-R","10000053","Cobalt Edge","30004211","T-67F8"
"249","20000616","DA0V-R","10000053","Cobalt Edge","30004212","58Z-IH"
"250","20000616","DA0V-R","10000053","Cobalt Edge","30004213","M-VACR"
"251","20000616","DA0V-R","10000053","Cobalt Edge","30004214","0B-VOJ"
"252","20000617","5ZAB-N","10000053","Cobalt Edge","30004215","J-QOKQ"
"253","20000617","5ZAB-N","10000053","Cobalt Edge","30004216","4GSZ-1"
"254","20000617","5ZAB-N","10000053","Cobalt Edge","30004217","E-EFAM"
"255","20000617","5ZAB-N","10000053","Cobalt Edge","30004218","SBEN-Q"
"256","20000617","5ZAB-N","10000053","Cobalt Edge","30004219","9-7SRQ"
"257","20000617","5ZAB-N","10000053","Cobalt Edge","30004220","VEQ-3V"
"258","20000617","5ZAB-N","10000053","Cobalt Edge","30004221","4T-VDE"
"259","20000618","N4TD-6","10000053","Cobalt Edge","30004222","D9Z-VY"
"260","20000618","N4TD-6","10000053","Cobalt Edge","30004223","MO-YDG"
"261","20000618","N4TD-6","10000053","Cobalt Edge","30004224","42SU-L"
"262","20000618","N4TD-6","10000053","Cobalt Edge","30004225","RGU1-T"
"263","20000618","N4TD-6","10000053","Cobalt Edge","30004226","1GT-MA"
"264","20000618","N4TD-6","10000053","Cobalt Edge","30004227","VY-866"
"265","20000618","N4TD-6","10000053","Cobalt Edge","30004228","HB-5L3"
"266","20000618","N4TD-6","10000053","Cobalt Edge","30004229","Q-VTWJ"
"267","20000688","XPJ1-6","10000060","Delve","30004706","UHKL-N"
"268","20000688","XPJ1-6","10000060","Delve","30004707","Z3V-1W"
"269","20000688","XPJ1-6","10000060","Delve","30004708","A-ELE2"
"270","20000688","XPJ1-6","10000060","Delve","30004709","KFIE-Z"
"271","20000688","XPJ1-6","10000060","Delve","30004710","1DH-SX"
"272","20000688","XPJ1-6","10000060","Delve","30004711","PR-8CA"
"273","20000689","B4H-9W","10000060","Delve","30004712","NOL-M9"
"274","20000689","B4H-9W","10000060","Delve","30004713","O-IOAI"
"275","20000689","B4H-9W","10000060","Delve","30004714","QX-LIJ"
"276","20000689","B4H-9W","10000060","Delve","30004715","HM-XR2"
"277","20000689","B4H-9W","10000060","Delve","30004716","4K-TRB"
"278","20000689","B4H-9W","10000060","Delve","30004717","AJI-MA"
"279","20000690","6-UCYU","10000060","Delve","30004718","FWST-8"
"280","20000690","6-UCYU","10000060","Delve","30004719","YZ9-F6"
"281","20000690","6-UCYU","10000060","Delve","30004720","0N-3RO"
"282","20000690","6-UCYU","10000060","Delve","30004721","G-TT5V"
"283","20000690","6-UCYU","10000060","Delve","30004722","319-3D"
"284","20000690","6-UCYU","10000060","Delve","30004723","I3Q-II"
"285","20000691","O5K-Y6","10000060","Delve","30004724","RF-K9W"
"286","20000691","O5K-Y6","10000060","Delve","30004725","E3OI-U"
"287","20000691","O5K-Y6","10000060","Delve","30004726","IP6V-X"
"288","20000691","O5K-Y6","10000060","Delve","30004727","R5-MM8"
"289","20000691","O5K-Y6","10000060","Delve","30004728","1B-VKF"
"290","20000691","O5K-Y6","10000060","Delve","30004729","T-J6HT"
"291","20000692","SPNZ-Z","10000060","Delve","30004730","D-W7F0"
"292","20000692","SPNZ-Z","10000060","Delve","30004731","JP4-AA"
"293","20000692","SPNZ-Z","10000060","Delve","30004732","FM-JK5"
"294","20000692","SPNZ-Z","10000060","Delve","30004733","PDE-U3"
"295","20000692","SPNZ-Z","10000060","Delve","30004734","23G-XC"
"296","20000692","SPNZ-Z","10000060","Delve","30004735","T5ZI-S"
"297","20000692","SPNZ-Z","10000060","Delve","30004736","4X0-8B"
"298","20000693","YX-LYK","10000060","Delve","30004737","Q-HESZ"
"299","20000693","YX-LYK","10000060","Delve","30004738","1-SMEB"
"300","20000693","YX-LYK","10000060","Delve","30004739","M5-CGW"
"301","20000693","YX-LYK","10000060","Delve","30004740","6Q-R50"
"302","20000693","YX-LYK","10000060","Delve","30004741","ZA9-PY"
"303","20000693","YX-LYK","10000060","Delve","30004742","RCI-VL"
"304","20000693","YX-LYK","10000060","Delve","30004743","MJXW-P"
"305","20000694","D5-SOW","10000060","Delve","30004744","QC-YX6"
"306","20000694","D5-SOW","10000060","Delve","30004745","T-M0FA"
"307","20000694","D5-SOW","10000060","Delve","30004746","4O-239"
"308","20000694","D5-SOW","10000060","Delve","30004747","LUA5-L"
"309","20000694","D5-SOW","10000060","Delve","30004748","T-IPZB"
"310","20000694","D5-SOW","10000060","Delve","30004749","Q-JQSG"
"311","20000695","W-4U1E","10000060","Delve","30004750","D-3GIQ"
"312","20000695","W-4U1E","10000060","Delve","30004751","K-6K16"
"313","20000695","W-4U1E","10000060","Delve","30004752","QY6-RK"
"314","20000695","W-4U1E","10000060","Delve","30004753","W-KQPI"
"315","20000695","W-4U1E","10000060","Delve","30004754","PUIG-F"
"316","20000695","W-4U1E","10000060","Delve","30004755","J-LPX7"
"317","20000695","W-4U1E","10000060","Delve","30004756","0-HDC8"
"318","20000695","W-4U1E","10000060","Delve","30004757","F-TE1T"
"319","20000695","W-4U1E","10000060","Delve","30004758","SVM-3K"
"320","20000696","O-EIMK","10000060","Delve","30004759","1DQ1-A"
"321","20000696","O-EIMK","10000060","Delve","30004760","8WA-Z6"
"322","20000696","O-EIMK","10000060","Delve","30004761","5BTK-M"
"323","20000696","O-EIMK","10000060","Delve","30004762","N-8YET"
"324","20000696","O-EIMK","10000060","Delve","30004763","Y-OMTZ"
"325","20000696","O-EIMK","10000060","Delve","30004764","3-DMQT"
"326","20000696","O-EIMK","10000060","Delve","30004765","MO-GZ5"
"327","20000697","SG-CTQ","10000060","Delve","30004766","39P-1J"
"328","20000697","SG-CTQ","10000060","Delve","30004767","HZAQ-W"
"329","20000697","SG-CTQ","10000060","Delve","30004768","7G-QIG"
"330","20000697","SG-CTQ","10000060","Delve","30004769","NIDJ-K"
"331","20000697","SG-CTQ","10000060","Delve","30004770","PS-94K"
"332","20000697","SG-CTQ","10000060","Delve","30004771","8RQJ-2"
"333","20000698","NJU-QV","10000060","Delve","30004772","KEE-N6"
"334","20000698","NJU-QV","10000060","Delve","30004773","M2-XFE"
"335","20000698","NJU-QV","10000060","Delve","30004774","5-CQDA"
"336","20000698","NJU-QV","10000060","Delve","30004775","I-E3TG"
"337","20000698","NJU-QV","10000060","Delve","30004776","S-6HHN"
"338","20000698","NJU-QV","10000060","Delve","30004777","ZXB-VC"
"339","20000699","LSC-4P","10000060","Delve","30004778","GY6A-L"
"340","20000699","LSC-4P","10000060","Delve","30004779","UEXO-Z"
"341","20000699","LSC-4P","10000060","Delve","30004780","9O-8W1"
"342","20000699","LSC-4P","10000060","Delve","30004781","8F-TK3"
"343","20000699","LSC-4P","10000060","Delve","30004782","PF-KUQ"
"344","20000699","LSC-4P","10000060","Delve","30004783","N8D9-Z"
"345","20000700","1-A81R","10000060","Delve","30004784","F-9PXR"
"346","20000700","1-A81R","10000060","Delve","30004785","Y5C-YD"
"347","20000700","1-A81R","10000060","Delve","30004786","31X-RE"
"348","20000700","1-A81R","10000060","Delve","30004787","Q-02UL"
"349","20000700","1-A81R","10000060","Delve","30004788","7UTB-F"
"350","20000700","1-A81R","10000060","Delve","30004789","5-6QW7"
"351","20000701","F-I56R","10000060","Delve","30004790","7-K6UE"
"352","20000701","F-I56R","10000060","Delve","30004791","C6Y-ZF"
"353","20000701","F-I56R","10000060","Delve","30004792","6Z-CKS"
"354","20000701","F-I56R","10000060","Delve","30004793","G-M5L3"
"355","20000701","F-I56R","10000060","Delve","30004794","KBAK-I"
"356","20000701","F-I56R","10000060","Delve","30004795","M-SRKS"
"357","20000702","OK-FEM","10000060","Delve","30004796","9GNS-2"
"358","20000702","OK-FEM","10000060","Delve","30004797","YAW-7M"
"359","20000702","OK-FEM","10000060","Delve","30004798","C3N-3S"
"360","20000702","OK-FEM","10000060","Delve","30004799","CX8-6K"
"361","20000702","OK-FEM","10000060","Delve","30004800","LWX-93"
"362","20000702","OK-FEM","10000060","Delve","30004801","1-2J4P"
"363","20000702","OK-FEM","10000060","Delve","30004802","M0O-JG"
"364","20000001","San Matar","10000001","Derelik","30000001","Tanoo"
"365","20000001","San Matar","10000001","Derelik","30000002","Lashesih"
"366","20000001","San Matar","10000001","Derelik","30000003","Akpivem"
"367","20000001","San Matar","10000001","Derelik","30000004","Jark"
"368","20000001","San Matar","10000001","Derelik","30000005","Sasta"
"369","20000001","San Matar","10000001","Derelik","30000006","Zaid"
"370","20000001","San Matar","10000001","Derelik","30000007","Yuzier"
"371","20000001","San Matar","10000001","Derelik","30000008","Nirbhi"
"372","20000002","Anares","10000001","Derelik","30000009","Sooma"
"373","20000002","Anares","10000001","Derelik","30000010","Chidah"
"374","20000002","Anares","10000001","Derelik","30000011","Shenela"
"375","20000002","Anares","10000001","Derelik","30000012","Asabona"
"376","20000002","Anares","10000001","Derelik","30000013","Onsooh"
"377","20000002","Anares","10000001","Derelik","30000014","Shamahi"
"378","20000002","Anares","10000001","Derelik","30000015","Sendaya"
"379","20000002","Anares","10000001","Derelik","30000016","Nazhgete"
"380","20000003","Mamouna","10000001","Derelik","30000017","Futzchag"
"381","20000003","Mamouna","10000001","Derelik","30000018","Kazna"
"382","20000003","Mamouna","10000001","Derelik","30000019","Podion"
"383","20000003","Mamouna","10000001","Derelik","30000020","Lilmad"
"384","20000003","Mamouna","10000001","Derelik","30000021","Kuharah"
"385","20000003","Mamouna","10000001","Derelik","30000022","Jayneleb"
"386","20000004","Kalangin","10000001","Derelik","30000023","Fovihi"
"387","20000004","Kalangin","10000001","Derelik","30000024","Kiereend"
"388","20000004","Kalangin","10000001","Derelik","30000025","Rashy"
"389","20000004","Kalangin","10000001","Derelik","30000026","Ordize"
"390","20000004","Kalangin","10000001","Derelik","30000027","Psasa"
"391","20000004","Kalangin","10000001","Derelik","30000028","Eshtah"
"392","20000004","Kalangin","10000001","Derelik","30000029","Lachailes"
"393","20000004","Kalangin","10000001","Derelik","30000030","Kasrasi"
"394","20000005","Hevaka","10000001","Derelik","30000031","Mohas"
